category,text
sport,almagro continues spanish surge unseeded nicolas almagro became fifth spaniard reach last eight buenos aire open ousting eighth seed mariano zabaleta showed admirable resolve win rain affected match compatriot seventh seed rafael nadal also reached last eight beating italian potito starace nadal playing outdoor clay event first time hit powerful forehand oust starace match delayed hour rain always problem stop rain one get used said spanish teenager nadal luckily able keep pace going throughout match play gaston gaudio beat unseeded brazilian flavio saretta day late match
sport,hodgson shoulder england blame fly half charlie hodgson admitted wayward kicking played big part england defeat france hodgson failed convert three penalty also missed relatively easy drop goal attempt would given england late win im disappointed result hodgson said hard take something get come back stronger training good happen hodgson revealed olly barkley taken three penalty range centre could convert opportunity either particularly drop goal late good strike added felt soon hit boot missed disappointing must recover andy robinson said would keep working kicking squad however england coach added would take positive defeat went play played good rugby france done said game kicking penalty line frustrating lad showed lot ambition first half went sustain second could build took ball contact know lottery whether referee going give penalty side side lost game fine line winning losing second week wrong side line hurt england went half time lead failed score second half dimitri yachvili slotted four penalty france overhauled deficit england skipper jason robinson admitted side failed cope france improved second half display controlled game first half knew would come try everything half time said made lot mistake second half punished u took chance came disappointing last week lost two point one point
tech,sony psp console hit u march u gamers able buy sony playstation portable march news europe debut handheld console go sale first million sold come spider man umd disc format machine sony billed machine walkman century sold unit japan console play game movie music also offer support wireless gaming sony entering market dominated nintendo many year launched d handheld japan u last year sold million unit sony said wanted launch psp europe roughly time u gamers fear launch put back nintendo said release d europe march gaming core gaming device entertainment device said kaz hirai president sony computer entertainment america
politics,army chief regiment decision military chief expected meet make final decision future scotland army regiment committee army board made senior defence figure discus plan restructuring regiment monday proposal include cutting scotland six single battalion regiment five merging super regiment plan faced stiff opposition campaigner politician alike committee decision must ratified defence secretary geoff hoon prime minister tony blair expected made public next week minister announced reorganisation army drew question mark future black watch king scottish borderer royal scot royal highland fusilier argyll sutherland highlander october council scottish colonel proposed merger royal scot king scottish borderer single battalion vision would one five new super regiment proposal either merge amalgamate six regiment super regiment sparked political outcry labour backbencher opposition politician opposing plan felt timing insensitive black watch frontline iraq suffering casualty save scottish regiment campaigner angered threatened stand labour next general election speaking ahead expected army board meeting spokesman said government army board spent past four month attempting trick serving soldier public thinking planned change scottish regiment good army serving soldier much good destroy scotland regiment moulding single super regiment lead severe recruitment problem loss local connection regiment loss scotland important part heritage importantly future regiment envy army around world alternative blueprint put forward labour mp eric joyce proposed going ahead merger preserving regiment brief time speculation prime minister might consider plan seems unlikely speaking scotland last week mr blair said aim preserve tradition introduce effective structure hinted super regiment likely said want get rid history tradition regiment local connection far want make sure transfer people easily across regiment deploy flexibly prime minister said hoped campaigner concern would taken account need effective change paramount
sport,middlesbrough charlton late header teenager danny graham earned middlesbrough battling draw charlton riverside matt holland put visitor ahead minute shot took deflection franck queudrue middlesbrough peppered charlton goal break chris riggott stroked home equaliser shaun bartlett strike put charlton back front lead lasted six minute graham rushed onto queudrue pas head home match burst life whistle charlton defender hermann hreidarsson sight open goal six minute hreidarsson received danny murphy free kick right crashed free header wide far post iceland international looked danger boro bench could heard issuing frantic instruction mark charlton early pressure paid bartlett received long ball talal el karkouri box laid holland buried right footed strike szilard nemeth recalled place joseph desire job twice denied chance get middlesbrough back level term dean kiely striker played great one two jimmy floyd hasselbaink see kiely get well smother shot directing header straight keeper arm boro plenty time ball addicks comfortably mopped pressure kiely tipping hasselbaink header bar take lead half time one way traffic break riverside middlesbrough poured forward kiely even saved hreidarsson blush palmed ball away prevent charlton goal addicks keeper could nothing riggott equaliser minute boro defender looked suspiciously offside got end gareth southgate misdirected effort despite charlton protest goal stood addicks let head drop bartlett left boro defence standing picking hreidarsson cross easily sink right footed strike substitute graham hand grab share point home side year old striker nodding home equaliser first premiership goal five minute left clock felt enough win game even though first half lacklustre dominated break player showed fantastic response gone win charlton goalkeeper dean kiely made three tremendous save could scored five six take lead get penned back feel little bit like defeat admitted kiely winning middlesbrough kept knocking door stood credit u capitulate kick short term ambition progress seventh place finish last year nash reiziger graham riggott southgate queudrue parlour job doriva nemeth parnaby zenden downing hasselbaink sub used cooper knight riggott graham kiely hreidarsson perry el karkouri young konchesky murphy euell holland kishishev thomas johansson bartlett sub used fish jeffers andersen konchesky hreidarsson perry holland bartlett riley w yorkshire
sport,hantuchova dubai last eight daniela hantuchova moved quarter final dubai open beating elene likhotseva russia face serena williams australian open champion williams survived early scare beat russia elena bovina world number one lindsay davenport anastasia myskina also progressed davenport defeated china jie zheng french open champion myskina sailed opponent marion bartoli retired hurt american davenport face fellow former wimbledon champion conchita martinez spain ousted seventh seeded nathalie dechy france myskina face eighth seed patty schnyder switzerland defeated china li na quarter final pit wild card sania mirza india jelena jankovic serbia montenegro tuesday meeting martinez davenport belief room improvement game started well finished well played game middle said williams also far content know said really windy played wind shot going hantuchova upbeat mood ahead clash younger williams sister handed first round bye feel advantage serena already played two match court said difficult court play fast sometimes feel control ball
politics,tory leader quits legal position david mcletchie resigned post partner legal firm following criticism dual role scottish conservative leader insisted legal work tod murray influence cause support friday said tendered resignation partner immediate effect mr mcletchie received advice holyrood official detail needed declare labour said cleverly asked paid advocacy tory spokesman totally refuted wrongdoing mr mcletchie received advice clerk standard committee concern signing parliamentary motion questioning expansion plan edinburgh airport msp partner tod murray client opposing development mr mcletchie complaint made concern raised sought guidance standard committee clarify position advised exercise judgement avoid perception conflict said done nothing wrong explaining reason quitting post mr mcletchie said greatly concerned recent publicity surrounding association tod murray however wish see similar situation arise avoid misconception future mindful good name tod murray confidentiality client entitled brought forward date retirement firm would otherwise happened later year proud part tod murray last year wish well future labour msp christine may said mr mcletchie clever ask clerk consider conduct respect section code almost bound get answer wanted enquiry since stand accused breaching section section paid advocacy said section member interest order legally obliges msps declare registrable interest taking part related parliamentary proceeding interest would prejudice give appearance prejudicing ability participate disinterested manner however msps code conduct recognises wider definition parliamentary proceeding including non statutory requirement make declaration relation written notice motion letter holyrood chamber office chief ken hughes also made clear mr mcletchie need list client worked solicitor commenting mr mcletchie decision stand scottish labour party spokesman said mean mr mcletchie breach paid advocacy rule future however change fact full investigation whether done past scottish national party holyrood leader nicola sturgeon accused mr mcletchie failing properly serve constituent m sturgeon said think whole episode damaging mr mcletchie im sure reflecting added thought tory irrelevant party would lose sleep peter misselbrook executive partner tod murray said mr mcletchie considering retirement later year added david decided announcement made fully understand appreciate reason
tech,confusion high definition tv critical mass people embraced digital tv dvd digital video recorder next revolution tv prepared set corner tv technology industry high definition hdtv heralded biggest thing happen television since colour hd essentially make tv picture quality least four time better real concern people getting right information hd high street thousand flat panel screen lcd liquid crystal display plasma screen dlp rear projection tv set already sold hd fact able display hd uk largest display market europe according john binks director gfk monitor global consumer market added flat panel screen sold uk capable getting high definition different device sold hd hd ready according alexander oudendijk senior vice president marketing satellite giant astra may fantastic quality tv many adaptor called dvi hdmi high definition multimedia interface connector let set handle higher resolution digital image part lack understanding training high street say industry expert gathered bafta london european hdtv summit last week careful consumer confusion massive education process go said mr binks industry already recognised would challenge get right information across u watching eventually everyone bbc currently developing plan produce tv output meet hdtv standard preparation analogue switch already underway area programme filmed hd camera bskyb plan ship first generation set top box receive hdtv broadcast time christmas like sky box also personal video recorder pvrs company start broadcast hdtv programme offering premium channel package concentrating start sport big event film early set top box receives hdtv broadcast plug display tv set show image much higher resolution hd demand hdtv real home uk sort tv set display show hd full glory getting rather confusing people taken digital result key player make flat panel display well satellite company broadcaster formed hd forum make sure talking part forum concerned issue like industry standard content protection also preoccupied help paying public know exactly paying next month device right connector resolution required carry hd ready sticker also mean equipped cope analogue hdtv signal comply minimum specification set industry logo absolutely way forward said david mercer analyst strategy analytics still appearing many retail product industry upbeat sticker help start much position today manufacturer said mr oudendijk may well number dissatisfied customer next month european broadcast union ebu testing different flavour hd format prepare even better hdtv line similarly concerned people get right information hdtv format well device support format believe consumer buying expensive display need ensure investment worthwhile said phil laven technical director ebu tv display manufacturer want u watch hd screen least get true impact hd say although smaller display suffice may convince people spend money hd ready device falling price continue tumble across europe price dropping average every year according analyst lcd price dropped europe whole last year according mr oudendijk
business,saudi investor pick savoy london famous savoy hotel sold group combining saudi billionaire investor prince alwaleed bin talal unit hbos bank financial detail deal includes nearby simpson strand restaurant disclosed seller irish based property firm quinlan private bought savoy along berkeley claridge connaught last year prince alwaleed hotel investment include luxury george v paris also substantial stake fairmont hotel resort manage savoy simpson strand four season fairmont said planned invest renovating part savoy including river room suite view river thames work expected completed summer fairmont said
politics,plan give elderly care control elderly disabled people would choose budget personal care spent organised government plan minister say elderly disabled people social worker able decide care stay home also plan supremo adult service english area get different agency working together government shunned opponent call free long term care people needing care england minister suggest number could quadruple monday consultation paper social care adult england aimed ending system generates dependency health minister stephen ladyman said document antithesis nanny state taking power away state giving individual saying help make decision going make government already allowed local council give people money pay service directly take scheme disappointing minister say new plan would make direct payment simpler try counter reluctance local council use payment also want set new half way house social worker tell people much money available care help choose spend individual budget scheme funded existing budget set mr ladyman said plan could deliver saving area freeing nh bed preventing illness ruled free personal care england offer scotland wale saying unsustainable david rogers local government association said agency working together kind innovation proposed government tony hunter president association director social service said plan could improve dignity well thousand people age concern argued social care chronically funded older people offered choice principle practice director general gordon lishman said direct payment work service people choose locally tory say people pay three year long term care directly insurance guaranteed free care rest life tory spokesman simon burn said long term care place lost since eight year persistent change dogmatic enforcement regulation overbearing government initiative need action vision said mr burn lib dems say would fund free personal care new tax rate income health spokesman paul burstow said promoting independence sound good helping people live home goal share risk independence turn isolation right support care available
entertainment,bollywood dvd fraudster jailed major distributor pirated dvd bollywood film sent prison three year jayanti amarishi buhecha cambridge found guilty two trademark offence last month sentenced harrow crown court london tuesday buhecha made per month illegal trade called one biggest bollywood pirate uk sentencing judge british phonographic industry bpi worked two year case operation launched buhecha complaint received activity judge case lasted seven day said heavy penalty called enormous damage buhecha caused legitimate business fake dvd manufactured pakistan malaysia sold wholesale shop buhecha traded conterfeit dvd december stopped car trading standard officer uncovered pirated dvd faked inlay card printed registered trademark despite arrested bailed buhecha caught second time end home lock cambridge found contain counterfeit dvd faked inlay card buhecha previously legitimate distributor bollywood film suspended sued employer dealing illegal copy bollywood classic mohabbatein legitimate bollywood film distributor hailed conviction major boost bollywood music film suffers piracy rate suffered mainstream production bpi welcomed news prison sentence warned plenty active counterfeiter bollywood film organisation anti piracy director david martin said problem simply disappear buhecha others take place vital keep effort field
business,u bank sec settlement five bank america subsidiary agreed pay total settle investigation fraudulent trading share practice u security exchange commission announced settlement latest industry wide clean u mutual fund sec also said brought fraud charge two ex senior executive columbia distributor columbia distributor part fleetboston bought boa last year three ex columbia executive agreed settlement sec sec set task stamping mutual fund use market timing form quick fire short term share trading harm interest small investor mutual fund particularly popular last two year imposed penalty totalling nearly fund sec unveiled two separate settlement one covering boa direct subsidiary another business part fleetboston time case said secret deal engage market timing mutual fund share sec agreed deal totalling banc america capital management bacap distributor banc america security made pay back gain market timing penalty paid damaged fund shareholder separately sec said reached deal equally split penalty compensation probe columbia management advisor cam columbia fund distributor cfd three ex columbia executive business became part boa snapped rival bank fleetboston merger last march sec filed civil fraud charge boston federal court james tambone say headed cfd sale operation alleged second command robert hussey sec pressing highest tier financial penalty pair multiple violation repayment personal gain injunction prevent future breach spokeswoman sec boston office told bbc immediate comment men lawyer sec settlement cam cfd included agreement three ex manager peter martin erik gustafson joseph palombo paid personal financial penalty
sport,mourinho defiant chelsea form chelsea bos jose mourinho insisted sir alex ferguson arsene wenger would swap place mourinho side knocked fa cup newcastle last sunday seeing barcelona secure champion league first leg lead nou camp denied club suffering dip form league rival arsenal manchester united could exploit cannot speak u blip better position u mourinho said want change position u top league nine point carling cup final thing say better position u fa cup champion league three team either go go one team best position still chelsea mourinho said important keep team result perspective try put pressure never pressure warned lost one important game week newcastle fa cup think defeat first leg tie real defeat half time asked chelsea honeymoon mourinho replied year honeymoon wife day club happy day go
tech,ultra fast wi fi nears completion ultra high speed wi fi connection moved closer reality thursday intel said would list standard technology later year intel developing ultra wideband technology uwb would allow fast data transfer low power need uwb tipped used wireless transfer video home office use wireless usb device need low power consumption rival uwb standard developed motorola chip firm freescale mobile phone conference cannes last month samsung demonstrated phone using uwb technology freescale press conference thursday intel announced two uwb group wimedia alliance multi band ofdm alliance merged support technology uwb make possible stream huge amount data air short distance one likely us uwb make possible send dvd quality video image wirelessly tv screen let people beam music medium player around home technology potential transmit hundred megabit data per second consumer electronics company want uwb replace cable simplify set jeff ravencraft technology strategist intel chairman wireless usb promoter group told technology site zdnet thirty percent consumer electronics return consumer could set equipment first product using uwb technology intel due hit market later year initially product using wireless usb connection uwb could also used create called personal area network let person gadget quickly easily swap data amongst technology work range metre us billion short radio pulse every second carry data intel say benefit uwb interfere wi fi technology already use wi fi wimax mobile phone network
tech,disney back sony dvd technology next generation dvd technology backed sony received major boost film giant disney say produce future dvd using sony blu ray disc technology ruled rival format developed toshiba two competing dvd format blu ray developed sony others toshiba hd dvd courting top film studio several month next generation dvd promise high quality picture sound well lot data technology use blue laser write information shorter wavelength data stored disney latest studio announce technology backing format battle mirror betamax versus vhs war sony lost jvc fight current battle hollywood heart mind crucial one high definition film bring billion revenue studio would prefer use one standard last month paramount universal warner brother said opting toshiba nec backed format hd dvd high definition disc studio currently produce dvd content sony picture entertainment mgm studio already staked allegiance blu ray disc association whose member also include technology company dell samsung matsushita twentieth century fox still announce technology supporting fox decided go blu ray would mean format would share dvd content disney said film would available blu ray format dvd player standard went sale north america japan expected universal start producing film hd dvd format paramount start releasing title using standard toshiba expects sale hd dvd reach yen
politics,tory expert denies defeatism conservative campaign director denied report claiming warned michael howard party could win next general election time monday said australian lynton crosby told party leader focus trying increase tory common presence seat mr crosby said statement never conversation hold view mr howard later added one iota truth report strategist helped australia pm john howard win four election mr howard appointed mr crosby election chief last october mr crosby statement said conservative party making impact issue lower tax controlled immigration past week added labour party wanting distract attention away issue really matter people
sport,wilkinson lead england fly half jonny wilkinson named england new rugby union captain three november test year old newcastle star take lawrence dallaglio retired international august england acting head coach andy robinson said natural leader hold respect squad formidable talent pitch consistently demonstrates energy commitment feel essential captain england robinson added several player squad would feel comfortable calling upon england captain jonny every way right player take challenge captaincy offer challenging environment player especially following footstep lawrence dallaglio world cup captain martin johnson confident jonny take outstanding job look ahead towards next rugby world cup france look forward working wilkinson scored point international kicked winning drop goal final second extra time england rugby world cup triumph australia missed entire six nation campaign recuperating shoulder surgery making comeback newcastle zurich premiership august ambition many player one day captain england today realised dream said im honoured andy want captain follow lawrence martin mean lot inspirational men given much england rugby many year getting first england cap ireland six year ago something never forget play country special taking captaincy another important step career immense pride wilkinson made international debut six nation championship ireland came bench replace paul grayson regular england starting line ever since played three lion test one england game world cup becomes captain england since fred stokes held position england first autumn test canada november followed visit tri nation champion south africa week later world cup match australia
politics,parliament record scandal locked room heart parliament hive scandal sex betrayal custody child affair time nothing recent trouble david blunkett boris johnson realise westminster effect divorce den sprinkled among floor archive blow blow account marital break ups search online way england get full divorce allowed marriage obtain act parliament proving adultery life threatening cruelty legacy page testimony used hearing dating back recorded among item fill floor parliamentary archive parliament victoria tower people researching family history want discover tale illicit love give chance divorce parliament expensive process open really rich record also include testimony maid butler coachman master mistress among record story jane campbell first woman ever divorce husband happened discovered husband edward addison committed adultery sister jessy transcript evidence jessy maid amelia laugher show telling addison frequently passed way room put mistress naked bed must killer blow addison case already fled abroad rather pay damage ordered civil court well making divorce history jane campbell custody child unusual woman time divorce mean document archive hold personal detail people often far removed politics parliament protestation return list protestant pledged maintain true reformed protestant religion detail foreign national made british citizen act parliament including composer george frideric handel mass private bill example authorise building railway road contain name address involved testimony giving people unique perspective ancestor opposed tax bill may extra source pedigree hunter longest stretch longer palace westminster listing name appointed tax collector wealth material long open public house lord record office visitor able phone ahead want view particular item search room five year work produced online catalogue david prior assistant clerk archive say catalogue open new possibility research could faced trawling page page printed material say mr prior see change part wider revolution archive generally archive profession may look fairly staid enormous period change mainly motivated potential opening sort vista u say archive course hold record high low politics house parliament including copy act passed since oldest dealing employment worker woollen industry norfolk record common date back anything earlier wiped fire destroyed parliament building still leaf important document uk political history part bill right death warrant charles private paper diary major politician david lloyd george andrew bonar law also act establishing november thanksgiving day year gunpowder plot document likely feature exhibition archive put next year part series event across london mark anniversary guy fawkes conspiracy mr prior remark walk shelf shelf vellum parchment made goat skin human life
sport,jol joy professional cup win tottenham manager martin jol acclaimed player patience fa cup fifth round victory determined nottingham forest side initiative easy professional sort performance dutchman said forest played lot player behind ball first half dead buried looking ahead quarter final jol said newcastle got good side always difficult however added side four place magpie premiership afraid anyone robbie keane skipper night scorer crucial second goal echoed manager sentiment last eight match high confident last game played well hopefully go get win said conceded win forest included goal noe pamarot mido pretty watch best display result irishman said knew going difficult condition pitch best still tried pas dug gaffer said u half time keep patient goal come forest manager gary megson conceded team deserve anything poor performance play like concede two goal corner going uphill battle good team said defend championship like get another point organised felt time thought system would enough look like scoring
entertainment,brookside creator channel bid creator defunct tv soap brookside written culture minister offer buy channel phil redmond chairman mersey tv told tessa jowell would run current remit intact next year medium watchdog ofcom said commercially funded public service broadcaster privatised spokesman department culture medium sport said plan sell channel added primary legislation would required station sold government intending introduce brookside axed rating slumped peak seven million million redmond also brought teen soap hollyoaks channel created grange hill school based drama serial first broadcast bbc one awarded cbe service drama earlier year
politics,tory opposing hour drinking tory say plan extend pub opening time put hold binge drinking control despite backing law change last year spokesman david davis said minister failed make party aware concern among senior police plan would cause anti social behaviour notts police chief steve green said innocent people would suffer culture secretary tessa jowell said delay would disastrous accused tory opportunism government would go ahead change would give police power tackle excessive drinking added earlier chief constable green questioned officer would able practically apply power allowing shut problem premise look market square nottingham fight take place licensed premise go lay responsibilty door asked bbc radio world one programme warned drinking establishment allowed open three four morning police would take officer day shift order job effectively night earlier year royal college physician said opposed plan extend drinking hour already epidemic binge drinking minister richard caborn said government tackling cause symptom problem allowing power close problem premise hoped allowing pub club stay open longer stagger closing time end current situation drinker spill street earlier tony blair defended plan criticism one backbencher view clear flexibility country come really hard abuse freedom show responsibility told mp law abiding majority want ability going cinema theatre say drink time want inconvenienced restriction city europe order something tiny minority abuse alcohol go fight cause disturbance take away ability population even vast majority law abiding view sensible week judge claimed easy access drink breeding urban savage turning town centre go area judge charles harris qc made remark sentenced three men assault carried drunk high drug night
sport,osullivan quick hail italian ireland coach eddie osullivan heaped praise italy seeing side stutter victory rome hell tough game said osullivan struggled first half football italy played really well handled ball well term kicking oxymoron said game might take minute end game turned ireland struggled cope italy fierce start indebted skipper brian odriscoll set try geordan murphy peter stringer first attack italian half minute said osullivan good return three first half possession half scored twice second half spending time half scrum half peter stringer also glad ireland escaped wtih victory credit told bbc sport knew would tough coming rome always give u tough game showed lot spirit lot ball first half got score got
business,wmc profit amid bid criticism australian mining firm wmc resource seen fivefold rise profit continuing target hostile takeover bid wmc said made net profit australian dollar year currently arguing offer swiss xstrata firm raised last week wmc said undervaluation report say australian government deal trade minister mark vaile said bid may national interest mr vaile quoted australian financial review compared xstrata attempt take wmc similar bid oil giant shell australia woodside petroleum bid thrown treasurer peter costello national interest ground wmc interest uranium deposit contributing factor mr vaile said wmc however objection principle bought spun aluminium operation make tempting target long price right stellar performance built sky high price metal copper nickel particular high demand thanks china booming economy expanded past two year nickel price rose year copper
entertainment,global release japan hit film oscar winning animator hayao miyazaki latest film howl moving castle released country around world distributor said howl moving castle set japanese box office record last week taking yen first two day miyazaki oscar earlier year spirited away japan first academy award nearly year howl moving castle based child fantasy novel uk author diana wynne jones tell story year old woman age dramatically falling witch spell head moving castle kept howl wizard search way become normal spokesman distributor toho said film received strong interest domestic audience foreign medium viewer alike good feeling film saw good viewer response added film worldwide release start south korea december france january
politics,kennedy call iraq exit plan tony blair set proper exit strategy iraq wake next sunday election country lib dem leader charles kennedy said speech focusing issue arising election george w bush mr kennedy said iraq become crucible militant terrorism want see phased withdrawal uk troop soon situation allows said london exit strategy must augment support democratic process opinion mere presence british american troop iraq feed insurgency said truth especially initial mistake made heavy handedness operation like fallujah well publicised instance abuse hand coalition force mr kennedy pointed netherlands portugal czech republic troop operating southern sector iraq announced imminent withdrawal regardless situation ground accused mr blair government le straightforward plan next week prime minister make statement regarding election iraq mr kennedy said city london speech set proper exit strategy including phased withdrawal british troop security situation allows mr kennedy also argued british troop deployed iraq replaced force country especially islamic country
tech,dvd copy protection strengthened dvd harder copy thanks new anti piracy measure devised copy protection firm macrovision pirated dvd market enormous current copy protection hacked five year ago macrovision say new ripguard technology thwart current dvd ripping copying program used pirate dvd ripguard designed reduce dvd ripping resulting supply illegal peer peer said firm macrovision said new technology work nearly current dvd player applied disc specify many machine could problem ripguard new technology welcomed hollywood film studio increasingly relying revenue dvd sale film industry stepped effort fight dvd piracy last month taking legal action website offer pirated copy dvd movie download ultimately see ripguard dvd evolving beyond anti piracy towards enablement legitimate online transaction interoperability tomorrow digital home upcoming high definition format said steve weinstein executive vice president general manager macrovision entertainment technology group macrovision said ripguard designed plug digital hole created called dec ripper software circumvents content scrambling system measure placed dvd let people make perfect digital copy copyrighted dvd minute copy could burned onto blank dvd uploaded exchange peer peer network macrovision said ripguard would also prevent rent rip return people would rent dvd copy return original ripguard expected rolled dvd middle company said new system work specifically block ripping program used program likely crash company said macrovision said rip guard updated hacker find way around new anti copying measure
tech,hacker threat apple itunes user apple music jukebox itunes need update software avoid potential security threat hacker build malicious playlist file could crash program let seize control computer inserting trojan code new version itunes available apple website solves problem security firm idefence notified user problem recommended user upgrade itunes version problem affect user itunes window mac o running version earlier user automatically upgrade itunes opening look update window program security firm say user avoid clicking accessing playlist file file extension pls come unknown source itunes world popular online music store million song downloaded since launched
sport,finnan say irish win group steve finnan belief republic ireland qualify directly world cup final saturday superb display draw paris ireland face minnow faroe island dublin wednesday versatile finnan starred french confident group ireland taking chance u go win home game win group even though tough one said liverpool player switzerland ireland france israel tied five point three match although republic look slight edge claiming away draw basel paris basel play great football go place team going majority game paris looked good throughout team point least deserved number chance looking back opportunity get three point happy point give u confidence going wednesday game paper got toughest match way set standard automatic qualification would certainly good avoid play back couple good result see ca win group manager brian kerr keen mention contribution stephen carr finnan ireland right flank stade de france finnan normal position right back looked assured advanced position french play right club natural right back something kerr looked france play strongly left hand side happy play stephen carr enjoyed game particularly defence midfield held together well nullified attack
politics,lawyer attack anti terror law senior barrister resigned protest government anti terror law say current system giving britain bad name ian macdonald qc quit government failed recognise house lord ruling detaining terror suspect indefinitely unlawful part strong panel special security clearance act suspected terrorist five barrister reported threatening resign mr macdonald told bbc news reason resigning fundamentally disagree locking people without trial indefinite period reasonable suspicion current legal system certainly adverse effect muslim community britain whole asian community think giving britain bad name internationally anti terrorism crime security act introduced government response september attack foreign national suspected involvement terrorism cannot deported held indefinitely without trial mr macdonald belief detainee currently held entitled trial jury view need full return trial jury proper criminal trial proper accusation far im concerned government start rethink whole strategy dealing added attorney general lord goldsmith receive letter resignation mr macdonald monday according independent resignation expected followed five barrister nicholas blake qc andrew nicol qc manjit singh gill qc rick scannell tom de la mare believed carefully considering position panel special advocate represent detainee special immigration appeal commission siac secure court without jury try terror suspect mr macdonald said idea whether resignation would follow barry hugill spokesman campaign group liberty told radio today programme lawyer may go assure distinct possibilty lawyer may resigning said situation everything trained believe right trial jury abandoned give sleepless night helena kennedy labour peer human right lawyer said special advocate main concern seen special intelligence allowed speak detainee whole procedure considered immediately september great deal argument particularly house lord whether really process could considered judicial review said without detention habeus corpus really blot ian mcdonald said legal landscape something really quite shocking regard rule law
tech,high definition dvd first humble home video dvd hollywood preparing next revolution home entertainment high definition high definition give incredible like picture surround sound dvd disk gear play another year still number issue sorted high definition film come new format dvd profoundly change home entertainment rick dean director business development digital content company thx high definition future exciting prospect worked star war dvd trilogy finding nemo incredibles indiana jones time long ago film world video world two completely separate world told bbc news website technology dealing mean much conjoined film see theatre coming digital file take home video master say currently putting master feature film onto dvd requires severe compression current dvd technology cannot hold much high definition film demand much compress picture data rate wise also take quality away picture fight hard keep master explains would love able show people project worked really look like high def world find exciting high definition dvd hold six time data dvd used take time though persuade people spent money dvd player buy different player display required watch high definition dvd month time mr dean confident though think see real hd high definition heavily compressed version remarkable difference heard comment people say image pop screen high definition mean change working behind scene whole producing film high definition dvd easier way le compression needed equally may mean hollywood studio ask put onto average dvd master movie right data rate running gigabit per second say mr dean dvd put today squashed five six megabit per second huge amount compression applied anything allows space compress hard studio could fit lot marketing material game feature onto high capacity dvd currently entire dvd project take three month say mr dean although step converting bypassed realistically save day work say mr dean one time consuming element building dvd navigation menu system fairly complex star war disk making sure menu button worked took human hour alone studio want cash extra space could mean extra human hour someone pay decision studio side going put lot disk could expensive extra navigation required studio focus delivering added value content think mr dean ultimately could mean want money cost could filter price ticket high definition dvd consumer willing pay premium price studio listen think mr dean high definition throw challenge film maker dvd production alike clarity screen mean film maker make doubly sure attention detail meticulous first hd version star war episode everybody sun tanned make hd version episode make line showed explains mr dean restoration older star war episode revealed interesting item scan corridor death star fairly plainly one shot file cabinet stuck behind one doorway never used able see thing blurred enough pan see high definition revolution ultimately mean line home entertainment cinema world blur home theatre system turning living room cinema line blur even could also mean get film format widen future going look towards file delivery ip internet protocol broadband giving dvd like experience set top box hard drive say mr dean time people still like show something physical bookshelf
entertainment,controversial film top festival controversial film starring hollywood actor kevin bacon convicted paedophile top honour london film festival thursday woodsman satyajit ray award named indian director low budget film directed nicole kassell convicted child molester trying rebuild life year jail judge said film tackled contentious subject great insight sensitivity previous film take prize include oscar winning boy cry true life story murdered transsexual brandon teena british writer director amma asante uk film talent award year debut feature way life set south wale film teenage single mother becomes embroiled tense stand turkish neighbour also thursday night fipresci international critic award went aaltra belgian film handicapped sutherland trophy jonathan caouette film tarnation festival closed screening film heart huckabees starring jude law dustin hoffman directed three king film maker david russell festival year also included first european screening new pixar animation incredibles british film bullet boy starring solid crew rapper asher
